code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,day_price
004602,,,5.3,5,SOLDADORA ELECTRICA-CD/DC 250,,,0.25,0.1,,,Unidades,5.125,41
004570,,,5.3,5,EXTENSION ELECTRICA-ESTANDAR,,,2,0.8,,,Unidades,0.1713,1.37
004560,,,5.3,5,EQUIPO PARA EPLICACION DE SOLDADURA TIG / ARGON-ESTANDAR,,,0.25,0.1,,,Unidades,0.455,3.64
1.4.5,,,5.3,5,ILUMINACION 400W UNIVERSAL,,,1,0.4,,,Unidades,0.13,1
004624,,,5.3,5,MOTO TOOL  -VARIOS,,,1,0.4,,,Unidades,0.375,3
004561,,,5.3,5,ESMERIL  4.1/2´´-VARIOS,,,1,0.4,,,Unidades,0.3438,2.75
002575,,,5.3,4,PLANIFICADOR,,,0.13,0.052,,,Dias,2.4963,19.97
003014,,,5.3,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.1,,,Dias,2.4963,19.97
000767,,,5.3,4,CAPATAZ,,,0.5,0.2,,,Dias,2.2075,17.66
001532,,,5.3,4,FABRICADOR,,,1,0.4,,,Dias,1.6425,13.14
000297,,,5.3,4,ARGONERO,,,0.25,0.1,,,Dias,4.095,32.76
000307,,,5.3,4,AYUDANTE,,,1,0.4,,,Dias,1.1913,9.53
5.4,A,,,2,Aplicación de soldadura GTAW (Acero al Carbono),,,,1,15,8,PEGAS,,
004602,,,5.4,5,SOLDADORA ELECTRICA-CD/DC 250,,,1,0.533333,,,Unidades,5.125,41
004570,,,5.4,5,EXTENSION ELECTRICA-ESTANDAR,,,2,1.066667,,,Unidades,0.1713,1.37
004560,,,5.4,5,EQUIPO PARA EPLICACION DE SOLDADURA TIG / ARGON-ESTANDAR,,,1,0.533333,,,Unidades,0.455,3.64
1.4.5,,,5.4,5,ILUMINACION 400W UNIVERSAL,,,1,0.533333,,,Unidades,0.13,1
004624,,,5.4,5,MOTO TOOL  -VARIOS,,,1,0.533333,,,Unidades,0.375,3
004561,,,5.4,5,ESMERIL  4.1/2´´-VARIOS,,,1,0.533333,,,Unidades,0.3438,2.75
002575,,,5.4,4,PLANIFICADOR,,,0.13,0.069333,,,Dias,2.4963,19.97
003014,,,5.4,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.133333,,,Dias,2.4963,19.97
000767,,,5.4,4,CAPATAZ,,,0.5,0.266667,,,Dias,2.2075,17.66
000297,,,5.4,4,ARGONERO,,,1,0.533333,,,Dias,4.095,32.76
000307,,,5.4,4,AYUDANTE,,,1,0.533333,,,Dias,1.1913,9.53
6.1,A,,,2,"Desmontaje de Lana Mineral de 2"" de espesor en secciones planas",,,,1,80,8,m2,,
007981,,,6.1,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,0.1,,,Unidades,0.325,2.6
004740,,,6.1,5,"TENAZA 8""",,,2,0.2,,,Unidades,0.0238,0.19
004746,,,6.1,5,KIT DE HERRAMIENTAS MENORES,,,1,0.1,,,Unidades,0.2625,2.1
002575,,,6.1,4,PLANIFICADOR,,,0.13,0.013,,,Dias,2.4963,19.97
003014,,,6.1,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.025,,,Dias,2.4963,19.97
000767,,,6.1,4,CAPATAZ,,,0.5,0.05,,,Dias,2.2075,17.66
000112,,,6.1,4,AISLADOR,,,1,0.1,,,Dias,1.6425,13.14
000307,,,6.1,4,AYUDANTE,,,1,0.1,,,Dias,1.1913,9.53
6.2,A,,,2,"Desmontaje de Fibra Ceramica 24""x 36""x 2""",,,,1,70,8,m2,,
007981,,,6.2,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,0.114286,,,Unidades,0.33,2.6
004746,,,6.2,5,KIT DE HERRAMIENTAS MENORES,,,1,0.114286,,,Unidades,0.26,2.1
002575,,,6.2,4,PLANIFICADOR,,,0.13,0.014857,,,Dias,2.4963,19.97
003014,,,6.2,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.028571,,,Dias,2.4963,19.97
000767,,,6.2,4,CAPATAZ,,,0.5,0.057143,,,Dias,2.2075,17.66
000112,,,6.2,4,AISLADOR,,,1,0.114286,,,Dias,1.6425,13.14
000307,,,6.2,4,AYUDANTE,,,1,0.114286,,,Dias,1.1913,9.53
6.3,A,,,2,"Desmontaje de Losetas Refractarias 12"" x 12"" x 2""",,,,1,70,8,Pza,,
004570,,,6.3,5,EXTENSION ELECTRICA-ESTANDAR,,,2,0.228571,,,Unidades,0.17,1.37
007981,,,6.3,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,0.114286,,,Unidades,0.33,2.6
004731,,,6.3,5,MANDARRIA 2KG,,,1,0.114286,,,Unidades,0.03,0.25
002575,,,6.3,4,PLANIFICADOR,,,0.13,0.014857,,,Dias,2.4963,19.97
003014,,,6.3,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.028571,,,Dias,2.4963,19.97
000767,,,6.3,4,CAPATAZ,,,0.5,0.057143,,,Dias,2.2075,17.66
000126,,,6.3,4,ALBAÑIL REFRACTARIO,,,1,0.114286,,,Dias,1.6425,13.14
000307,,,6.3,4,AYUDANTE,,,2,0.228571,,,Dias,1.1913,9.53
001817,,,6.3,5,ILUMINACION 400W UNIVERSAL,,,2,0.228571,,,Unidades,0.13,1
004737,,,6.3,5,CINCEL,,,2,0.228571,,,Unidades,0.02,0.12
011984,,,6.3,5,MARTILLO DE GOMA,,,1,0.114286,,,Unidades,0.02,0.15
6.4,A,,,2,"Desmontaje de Ladrillos refractarios 9""x4-1/2""x 2-1/2""",,,,1,120,8,Pza,,
